FANTASY_POINTS
752.2
1102.7
697.1
641.8
709.9
588.7
729.4
592.6
360.1
612.0
743.3
803.5
757.3
690.1
715.4
950.8
651.9
665.4
595.2
737.6
969.2
931.2
788.7
483.7
475.7
502.5
431.8
505.0
684.9
548.0
716.0
624.6
532.2
852.5999999999999
1035.5
403.2
701.9
693.0
574.1
488.4
571.1
997.8
652.4
614.5999999999999
659.4
565.9
639.5999999999999
668.5
742.8
715.4
774.6
717.5
603.3
696.3
608.8
806.4
982.4000000000001
814.6
618.9
743.0
1085.8
631.1
516.1
867.9
735.2
883.2
541.1
846.1
1716.8
572.2
548.4
427.3
673.1
837.4
343.2
567.0
204.9
597.9
577.8
549.2
757.5
691.2
808.2
533.5
866.8
597.7
785.8
561.2
816.3
757.3
1099.9
830.2
517.4
546.5
739.0
327.0
836.4
515.4
785.0
764.9
547.1
624.6
547.5
732.9
1062.0
498.3
595.3
613.2
830.7
987.2
845.0
644.5
630.0
576.1
825.6
544.5
652.0
789.9
759.8
392.9
745.3
659.1
786.0
591.6
696.6
585.7
504.8
738.9
606.4
702.8
544.9
679.6
681.2
659.5
729.8
668.2
474.0
716.2
372.4
914.0
875.9
720.2
399.6
731.1
804.2
973.3
606.4
754.7
803.4
601.8
674.2
779.0
478.4
728.4
1097.2
705.1
408.7
207.9
640.0
656.7
1045.8
681.5
1125.1
573.5
747.1
723.0
902.7
493.6
779.3
644.8
498.7
638.2
571.0
820.6
475.7
795.0
584.4
827.7
755.4
795.4
621.4
547.8
560.7
576.4
845.1
603.5
692.4
345.6
523.6
1159.4
591.4
920.7
525.2
720.0
694.7
611.0
767.5
918.6
382.4
689.0
478.6
633.8
589.0
558.2
585.9
646.3
964.3
756.9
834.3
758.9
575.3
541.1
587.1
642.4
842.0
597.7
564.6
542.1
789.0
813.4
388.1
816.5
390.8
468.3
894.4
624.2
749.8
791.0999999999999
1227.0
924.8
568.3
591.8
686.5
713.9
489.7
1018.8
635.4
618.7
423.1
391.4
421.8
489.4
514.0
873.2
791.7
613.4
461.4
882.7
717.8
638.7
608.7
715.7
959.3
520.3
360.1
563.9
544.6
497.8
772.1
387.1
630.7
553.7
530.7
428.5
819.0
457.7
463.4
1079.8
1407.0
445.3
677.0
640.2
465.1
353.6
409.7
575.1
644.8
649.3
444.2
697.2
778.1
588.5
609.0
637.2
428.1
314.4
883.0
468.1
357.7
734.5
393.3
650.7
412.3
643.0999999999999
937.0
809.1
726.8
509.5
892.7
918.8
679.9
654.4
907.5
643.5
664.4
672.7
566.5
527.7
394.3
258.4
654.8
215.3
432.8
199.6
571.6
457.9
971.5
679.2
995.2
568.3
911.4
699.9
543.3
434.6
715.3
620.0
657.4
884.0999999999999
917.9
412.1
637.4
505.0
952.9000000000001
525.0
728.9
749.2
564.5999999999999
442.2
515.3
534.5
399.2
374.6
751.4
511.9
819.8
970.5
778.3
769.0
539.6
963.4000000000001
773.9
886.2
643.2
815.5
527.5
692.8
744.7
488.9
791.7
470.4
409.8
839.6
631.6
603.0
604.6
746.8
514.8
723.3
596.7
859.5
478.0
631.5
632.6
715.9
577.5
651.0999999999999
386.5
800.9
652.9
539.0
602.0999999999999
483.7
767.1
395.4
426.1
333.5
304.2
597.6
482.0
386.3
692.1
493.9
636.8
1165.0
671.1
570.8
565.5
725.7
862.1
454.1
727.8
515.7
681.0999999999999
748.0
501.4
825.0
694.7
432.0
533.1
555.6
683.4
370.7
682.4
594.5
759.3
753.3
1023.7
830.2
773.6
873.8
932.7
436.1
771.6
777.2
687.6
710.3
687.6
729.7
837.2
641.2
612.3
899.0999999999999
566.2
436.6
967.4000000000001
1073.4
580.5
668.4
830.9
516.1
476.6
955.4000000000001
722.2
861.4
505.4
823.8
856.2
1070.6
628.7
586.6
627.8
595.6
633.7
588.8
611.7
594.5
670.9
726.6
571.2
1112.8
653.4
542.3
866.7
542.1
721.6
590.9
729.3
445.3
627.3
406.9
676.1
1286.5
668.6
449.1
531.9
604.2
707.6
785.1
714.2
513.4
928.5999999999999
565.4
511.6
635.8
709.9
723.3
986.3
791.9
960.4
655.2
809.8
274.1
885.3
992.0
614.3
609.6
537.2
793.2
508.7
577.1
594.2
947.5999999999999
686.5
803.8
736.9
804.8
598.1
781.2
692.5
483.4
568.9
536.1
844.9
535.4
1119.3
708.5
547.5
1189.2
879.4
801.0
608.7
751.4
636.1
780.8
414.4
878.4
320.8
494.7
647.9
656.4
577.7
598.9
660.9
776.5999999999999
739.3
606.2
787.6
449.9
527.7
383.5
599.1
602.0
586.2
622.5
332.7
744.9
653.4
651.4
587.0
442.7
742.5
720.5
323.9
745.4
404.1
557.1
483.8
619.9
663.9
797.4
564.1
663.0
843.1
620.0
523.5
679.3
835.1
864.5999999999999
1014.9
589.5
464.1
898.6
559.3
867.5999999999999
626.2
534.0
594.1
872.3
589.4
544.7
555.1
252.1
551.4
732.9
406.4
911.5999999999999
520.0
982.4000000000001
714.3
519.9
543.3
572.2
1117.5
790.9
697.1
476.4
1191.5
926.2
708.0999999999999
963.4000000000001
578.8
603.6
671.3
583.3
814.0
836.2
573.4
645.4
997.8
618.7
808.1
331.9
719.4
686.6
434.4
771.9
453.8
820.8
694.2
555.9
523.9
1026.7
644.2
745.4
678.6
661.5
531.3
665.5
443.2
783.2
598.3
479.7
642.2
815.2
496.4
682.5
556.3
1184.7
695.2
328.3
360.3
654.4
940.5
713.4
618.2
389.5
796.7
717.5999999999999
515.1
694.2
1013.5
651.2
754.2
500.4
651.9
803.0
576.5
475.6
803.2
549.0
539.7
1055.5
847.1
836.3
361.4
583.5
912.0
524.3
694.9
696.6
930.2
